"primary_key","observed_on","user_id","created_at","updated_at","latitude","longitude","species_guess","scientific_name","common_name","county_names"
1835,"2015-11-01",3977415,"2021-01-26 22:57:42 +0100","2021-02-27 16:05:11 +0100",39.68677167,-74.72843833,"shortleaf pine","Pinus echinata","shortleaf pine","Atlantic"
1836,"2021-01-30",35078,"2021-01-31 02:37:02 +0100","2021-02-01 16:02:57 +0100",40.46663217,-74.3192931,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1837,"2021-01-30",35078,"2021-01-31 02:37:06 +0100","2021-01-31 03:00:07 +0100",40.46663217,-74.3192931,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1838,"2021-01-30",35078,"2021-01-31 02:37:14 +0100","2021-02-01 16:30:29 +0100",40.46663217,-74.3192931,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1839,"2021-01-31",835060,"2021-01-31 17:34:07 +0100","2021-02-01 16:30:21 +0100",40.4229995,-74.47073239,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1840,"2021-02-02",3996498,"2021-02-03 00:24:33 +0100","2021-02-03 01:07:29 +0100",40.42574263,-74.54213775,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1841,"2021-02-03",35078,"2021-02-04 00:45:57 +0100","2021-02-04 05:30:39 +0100",40.6129714,-74.50073214,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1842,"2021-02-04",3977408,"2021-02-04 18:54:43 +0100","2021-02-06 13:58:21 +0100",39.49169167,-74.52903,"pitch pine","Pinus rigida","pitch pine","Atlantic"
1843,"2021-02-04",35078,"2021-02-05 02:24:47 +0100","2021-02-13 20:50:26 +0100",40.6042461,-74.5187682,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1844,"2021-02-06",35078,"2021-02-06 23:13:42 +0100","2021-02-07 02:30:54 +0100",40.6353601,-74.50574318,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1845,"2021-02-08",4008842,"2021-02-08 20:14:41 +0100","2024-11-21 06:20:04 +0100",40.20553336,-74.09469589,"eastern white pine","Pinus strobus","eastern white pine","Monmouth"
1846,"2020-09-13",1909106,"2021-02-10 02:42:46 +0100","2021-02-10 21:39:32 +0100",39.73438611,-74.49120833,"pines","Pinus","pines","Burlington"
1847,"2021-02-09",3977473,"2021-02-10 11:39:22 +0100","2024-03-22 14:20:54 +0100",39.4912641,-74.53517731,"pines","Pinus","pines","Atlantic"
1848,"2021-02-09",35078,"2021-02-10 13:46:41 +0100","2021-02-10 14:23:23 +0100",40.6641848,-74.56517994,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1849,"2020-04-04",4018062,"2021-02-13 14:14:20 +0100","2023-12-05 21:38:16 +0100",40.75768333,-74.71901111,"Eastern White Pine","Pinus strobus","eastern white pine","Morris"
1850,"2020-04-04",4018062,"2021-02-13 14:14:20 +0100","2023-12-21 13:45:58 +0100",40.76133333,-74.71895,"Eastern White Pine","Pinus strobus","eastern white pine","Morris"
1851,"2020-04-04",4018062,"2021-02-13 14:35:24 +0100","2021-02-20 22:41:34 +0100",40.76123611,-74.71506667,"Eastern White Pine","Pinus strobus","eastern white pine","Morris"
1852,"2020-04-04",4018062,"2021-02-13 14:35:29 +0100","2021-02-20 22:40:57 +0100",40.76097222,-74.7176,"Eastern White Pine","Pinus strobus","eastern white pine","Morris"
1853,"2021-02-13",172,"2021-02-14 01:09:13 +0100","2021-03-18 05:10:28 +0100",40.43911954,-74.27602192,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1854,"2021-02-14",35078,"2021-02-15 00:31:20 +0100","2021-03-02 08:11:04 +0100",40.43998912,-74.33311299,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1855,"2020-04-27",4018062,"2021-02-15 02:05:47 +0100","2023-12-13 04:13:26 +0100",40.69240833,-74.42700556,"Eastern White Pine","Pinus strobus","eastern white pine","Union"
1856,"2021-02-15",3504195,"2021-02-15 21:55:51 +0100","2023-07-08 03:06:32 +0100",39.69461043,-75.07289831,"shortleaf pine","Pinus echinata","shortleaf pine","Gloucester"
1857,"2020-05-23",4018062,"2021-02-16 16:08:04 +0100","2021-02-16 16:53:48 +0100",40.769075,-74.45495556,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1858,"2020-03-07",4018062,"2021-02-17 15:33:34 +0100","2021-02-17 19:10:14 +0100",40.98876944,-74.38641944,"Eastern White Pine","Pinus strobus","eastern white pine","Morris"
1859,"2021-02-05",3977449,"2021-02-17 18:21:53 +0100","2021-02-18 15:13:20 +0100",39.50208301,-74.63554786,"pitch pine","Pinus rigida","pitch pine","Atlantic"
1860,"2021-02-20",2502362,"2021-02-20 20:09:30 +0100","2022-10-14 18:54:46 +0100",40.85095589,-73.96337053,"red pine","Pinus resinosa","red pine","Bergen"
1861,"2021-02-20",1783503,"2021-02-20 21:28:33 +0100","2021-03-18 05:09:11 +0100",40.618927,-74.85481262,"pitch pine","Pinus rigida","pitch pine","Hunterdon"
1862,"2021-01-08",1633906,"2021-02-21 21:33:17 +0100","2021-02-22 19:16:09 +0100",39.74538297,-75.147518,"pitch pine","Pinus rigida","pitch pine","Gloucester"
1863,"2021-01-08",1633906,"2021-02-21 22:04:10 +0100","2021-02-22 13:57:19 +0100",39.74436897,-75.147777,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
1864,"2021-02-22",572980,"2021-02-23 01:54:00 +0100","2021-02-23 03:07:54 +0100",40.89306187,-74.00770098,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1865,"2021-02-25",2523391,"2021-02-25 22:15:14 +0100","2021-02-26 02:25:36 +0100",38.99986333,-74.947945,"loblolly pine","Pinus taeda","loblolly pine","Cape May"
1866,"2021-02-23",3897661,"2021-02-26 01:34:52 +0100","2021-03-05 13:52:12 +0100",39.57428331,-74.93612075,"pitch pine","Pinus rigida","pitch pine","Gloucester"
1867,"2021-02-26",835060,"2021-02-26 15:49:43 +0100","2021-03-04 00:04:57 +0100",40.44420395,-74.43911047,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1868,"2021-02-28",3665545,"2021-02-28 16:43:58 +0100","2021-02-28 22:08:03 +0100",39.77441692,-74.54512229,"pitch pine","Pinus rigida","pitch pine","Burlington"
1869,"2021-03-01",1783503,"2021-03-02 00:10:39 +0100","2021-03-16 00:35:05 +0100",40.61995053,-74.84412827,"pitch pine","Pinus rigida","pitch pine","Hunterdon"
1870,"2021-03-03",106768,"2021-03-03 15:03:05 +0100","2023-11-02 02:33:25 +0100",40.5236654,-74.45120995,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1871,"2021-03-03",35078,"2021-03-03 22:19:17 +0100","2021-03-04 00:18:16 +0100",40.15948756,-74.13414898,"eastern white pine","Pinus strobus","eastern white pine","Monmouth"
1872,"2021-03-03",2776752,"2021-03-03 23:02:50 +0100","2021-03-03 23:52:28 +0100",40.62989383,-74.96921468,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
1873,"2021-03-03",572980,"2021-03-03 23:11:00 +0100","2021-03-04 04:51:24 +0100",40.92809925,-73.96716461,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1874,"2021-03-03",1783503,"2021-03-04 01:13:20 +0100","2021-03-04 02:26:39 +0100",40.62570987,-74.84484213,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
1875,"2021-03-03",2776752,"2021-03-04 02:41:52 +0100","2021-03-05 02:47:35 +0100",40.62989593,-74.96921233,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
1876,"2021-03-04",835060,"2021-03-04 16:16:28 +0100","2021-03-05 02:46:47 +0100",40.44285163,-74.43577381,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1877,"2021-03-04",754313,"2021-03-04 16:58:23 +0100","2021-03-05 02:46:22 +0100",40.67065833,-74.52870833,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1878,"2021-02-28",4066545,"2021-03-04 17:47:48 +0100","2021-03-04 18:53:21 +0100",40.6321148,-74.8498766,"pitch pine","Pinus rigida","pitch pine","Hunterdon"
1879,"2021-03-04",3575632,"2021-03-04 20:27:04 +0100","2021-03-05 16:05:09 +0100",40.43802833,-74.26822,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1880,"2021-03-04",3897661,"2021-03-05 01:03:13 +0100","2021-03-06 18:48:04 +0100",39.57433211,-74.9317681,"shortleaf pine","Pinus echinata","shortleaf pine","Gloucester"
1881,"2021-03-04",3897661,"2021-03-05 01:20:47 +0100","2021-03-05 14:03:24 +0100",39.57168556,-74.92944987,"pitch pine","Pinus rigida","pitch pine","Gloucester"
1882,"2021-03-05",371512,"2021-03-06 15:58:08 +0100","2021-03-29 14:31:07 +0100",40.31030833,-74.73475556,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1883,"2021-03-06",2060292,"2021-03-06 18:24:15 +0100","2023-11-23 15:15:29 +0100",39.85527534,-75.19353899,"loblolly pine","Pinus taeda","loblolly pine","Gloucester"
1884,"2021-03-06",572980,"2021-03-06 21:23:59 +0100","2021-03-07 05:44:12 +0100",40.89111632,-74.00773413,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1885,"2021-03-06",172,"2021-03-07 02:09:02 +0100","2021-03-07 13:30:30 +0100",40.43112419,-74.57108397,"Virginia pine","Pinus virginiana","Virginia pine","Somerset"
1886,"2021-03-06",1783503,"2021-03-07 03:17:46 +0100","2021-03-07 13:22:11 +0100",40.44263218,-74.26872614,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1887,"2021-03-07",3863248,"2021-03-08 04:06:10 +0100","2023-03-10 00:02:43 +0100",39.74904416,-75.15159911,"pitch pine","Pinus rigida","pitch pine","Gloucester"
1888,"2021-03-08",1557694,"2021-03-08 18:14:23 +0100","2024-03-21 17:30:27 +0100",40.3979889,-74.64152185,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1889,"2021-03-07",81578,"2021-03-08 18:49:57 +0100","2021-03-13 19:07:41 +0100",39.77805556,-74.54444444,"pitch pine","Pinus rigida","pitch pine","Burlington"
1890,"2021-03-09",77467,"2021-03-09 20:29:08 +0100","2023-03-03 23:18:14 +0100",41.08276677,-74.17388599,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1891,"2021-03-09",572980,"2021-03-09 23:05:43 +0100","2021-03-10 05:40:48 +0100",40.87778922,-73.94700722,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1892,"2020-04-07",2502362,"2021-03-11 01:00:16 +0100","2022-04-06 03:55:10 +0100",41.06470833,-74.33193333,"pitch pine","Pinus rigida","pitch pine","Passaic"
1893,"2021-03-10",572980,"2021-03-11 02:38:49 +0100","2021-03-12 05:32:42 +0100",40.93122071,-74.00298971,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1894,"2021-03-11",4063479,"2021-03-11 21:36:37 +0100","2024-11-30 18:01:51 +0100",40.46505801,-74.37094379,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1895,"2021-03-11",3575314,"2021-03-11 21:40:20 +0100","2021-03-12 00:05:08 +0100",40.46503151,-74.37096536,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1896,"2021-03-11",3575314,"2021-03-11 23:14:27 +0100","2022-01-17 21:54:26 +0100",40.46108361,-74.37296495,"Virginia pine","Pinus virginiana","Virginia pine","Middlesex"
1897,"2021-03-11",4095738,"2021-03-11 23:37:15 +0100","2021-03-26 19:13:20 +0100",39.78256236,-74.28516751,"shortleaf pine","Pinus echinata","shortleaf pine","Ocean"
1898,"2021-03-12",3840127,"2021-03-12 17:19:36 +0100","2021-03-13 02:27:53 +0100",39.59973491,-75.16729817,"pitch pine","Pinus rigida","pitch pine","Salem"
1899,"2021-03-12",572980,"2021-03-12 23:51:13 +0100","2021-03-13 05:25:19 +0100",40.97224595,-74.0281258,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1900,"2021-03-13",3504195,"2021-03-13 17:45:16 +0100","2023-07-08 04:57:08 +0100",39.89601826,-74.57960757,"shortleaf pine","Pinus echinata","shortleaf pine","Burlington"
1901,"2021-03-13",550590,"2021-03-13 20:18:53 +0100","2023-12-23 01:13:50 +0100",39.57300015,-74.92748886,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
1902,"2021-03-13",1783503,"2021-03-14 02:02:03 +0100","2021-03-14 03:40:02 +0100",40.4629907,-73.99792467,"Virginia pine","Pinus virginiana","Virginia pine","Monmouth"
1903,"2021-03-14",1783503,"2021-03-14 23:26:33 +0100","2021-03-15 06:09:12 +0100",40.38577838,-74.63768482,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1904,"2021-03-16",35078,"2021-03-17 01:32:44 +0100","2022-08-02 04:25:56 +0100",40.35034393,-74.56564953,"shortleaf pine","Pinus echinata","shortleaf pine","Middlesex"
1905,"2021-03-14",582522,"2021-03-17 04:07:10 +0100","2021-03-19 20:39:34 +0100",39.74877953,-74.23484174,"pitch pine","Pinus rigida","pitch pine","Ocean"
1906,"2021-03-09",216905,"2021-03-18 03:57:41 +0100","2021-03-18 04:43:07 +0100",39.896017,-74.082773,"pitch pine","Pinus rigida","pitch pine","Ocean"
1907,"2021-03-09",216905,"2021-03-18 03:57:44 +0100","2021-03-18 04:43:27 +0100",39.896512,-74.08775097,"pitch pine","Pinus rigida","pitch pine","Ocean"
1908,"2021-03-17",35078,"2021-03-18 10:56:41 +0100","2021-03-18 15:22:21 +0100",40.5917176,-74.56324488,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1909,"2021-03-17",4113858,"2021-03-18 16:52:04 +0100","2021-03-21 14:10:25 +0100",40.33271582,-74.68770325,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1910,"2021-03-18",572980,"2021-03-18 21:17:51 +0100","2021-03-18 22:08:25 +0100",40.86495921,-74.00611199,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1911,"1998-02-28",742501,"2021-03-19 08:13:14 +0100","2024-05-26 11:59:00 +0100",40.331931,-74.67581,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1912,"2021-03-19",35078,"2021-03-19 16:34:18 +0100","2021-03-19 16:37:05 +0100",40.59588263,-74.57374557,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1913,"2021-03-19",572980,"2021-03-20 00:25:48 +0100","2021-03-20 01:29:32 +0100",40.89279124,-74.00728931,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1914,"2021-03-19",4114638,"2021-03-20 00:45:40 +0100","2023-03-09 23:29:44 +0100",40.30462167,-74.74183667,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1915,"2021-03-19",3973776,"2021-03-20 03:00:12 +0100","2021-03-20 03:10:19 +0100",40.9012089,-74.51432325,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1916,"2021-03-20",2502362,"2021-03-20 20:42:06 +0100","2021-08-10 02:34:09 +0100",40.78445503,-74.10643548,"pitch pine","Pinus rigida","pitch pine","Bergen"
1917,"2021-03-20",3504195,"2021-03-20 22:54:15 +0100","2023-07-08 05:03:13 +0100",39.77571776,-75.14241206,"Virginia pine","Pinus virginiana","Virginia pine","Gloucester"
1918,"2021-03-20",572980,"2021-03-20 23:19:18 +0100","2021-03-21 01:29:35 +0100",40.8915729,-74.0072141,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1919,"2021-03-20",4113858,"2021-03-20 23:39:49 +0100","2023-03-09 23:29:51 +0100",40.34532881,-74.65427971,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1920,"2021-03-20",1761036,"2021-03-20 23:43:40 +0100","2021-03-21 12:44:34 +0100",40.30228333,-74.7407,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1921,"2021-03-21",2595796,"2021-03-21 19:00:57 +0100","2023-07-05 00:52:19 +0100",40.29432497,-74.69328818,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1922,"2021-03-17",2256124,"2021-03-21 19:14:12 +0100","2022-06-29 04:05:31 +0100",40.79464761,-74.26488284,"eastern white pine","Pinus strobus","eastern white pine","Essex"
1923,"2021-03-22",4130091,"2021-03-22 21:04:27 +0100","2023-03-09 23:30:04 +0100",40.80424434,-74.23817795,"eastern white pine","Pinus strobus","eastern white pine","Essex"
1924,"2021-03-22",4130091,"2021-03-22 21:07:34 +0100","2023-03-03 23:19:07 +0100",40.80551603,-74.23970295,"eastern white pine","Pinus strobus","eastern white pine","Essex"
1925,"2021-03-22",4129734,"2021-03-22 21:31:47 +0100","2021-03-23 18:06:24 +0100",40.91362145,-74.34221754,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1926,"2021-03-22",4130069,"2021-03-22 22:02:23 +0100","2021-03-31 14:29:14 +0100",40.9872509,-74.53574679,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1927,"2021-03-22",4130069,"2021-03-22 22:06:23 +0100","2021-03-29 16:00:00 +0100",40.98620306,-74.53640906,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1928,"2021-03-22",1739183,"2021-03-23 00:00:11 +0100","2021-04-08 00:41:27 +0100",40.29418923,-74.72854905,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1929,"2021-03-22",35078,"2021-03-23 00:40:52 +0100","2021-03-23 04:03:44 +0100",40.61556701,-74.49199322,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1930,"2021-03-23",3875955,"2021-03-23 15:48:17 +0100","2021-05-21 10:43:10 +0100",39.90127161,-75.02020775,"eastern white pine","Pinus strobus","eastern white pine","Camden"
1931,"2021-03-23",835060,"2021-03-23 17:30:09 +0100","2021-03-23 22:15:49 +0100",40.44330738,-74.43593707,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1932,"2021-03-23",835060,"2021-03-23 18:47:57 +0100","2021-03-23 19:55:11 +0100",40.443767,-74.436424,"Eastern White Pine","Pinus strobus","eastern white pine","Middlesex"
1933,"2021-03-23",35078,"2021-03-23 19:50:59 +0100","2021-12-19 18:18:20 +0100",40.38748604,-74.4320431,"shortleaf pine","Pinus echinata","shortleaf pine","Middlesex"
1934,"2021-03-23",35078,"2021-03-24 01:08:02 +0100","2021-03-24 01:32:11 +0100",40.38286372,-74.43170046,"Virginia pine","Pinus virginiana","Virginia pine","Middlesex"
1935,"2021-03-24",572980,"2021-03-24 23:35:45 +0100","2021-03-25 00:13:54 +0100",40.88337795,-73.97830947,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1936,"2021-03-23",3934286,"2021-03-25 15:26:07 +0100","2021-03-25 21:05:27 +0100",39.57372608,-74.9292288,"shortleaf pine","Pinus echinata","shortleaf pine","Gloucester"
1937,"2021-03-23",3934286,"2021-03-25 15:26:08 +0100","2021-03-25 21:04:30 +0100",39.57372445,-74.92923081,"shortleaf pine","Pinus echinata","shortleaf pine","Gloucester"
1938,"2021-03-23",3934286,"2021-03-25 15:50:00 +0100","2021-03-25 21:03:33 +0100",39.57361033,-74.93215826,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
1939,"2021-01-06",3934286,"2021-03-25 16:19:32 +0100","2021-03-25 20:52:49 +0100",39.573471,-74.9363726,"pitch pine","Pinus rigida","pitch pine","Gloucester"
1940,"2021-03-25",4130073,"2021-03-25 17:03:51 +0100","2021-03-30 05:02:58 +0100",40.92545585,-74.25078049,"eastern white pine","Pinus strobus","eastern white pine","Passaic"
1941,"2021-03-25",2595812,"2021-03-25 21:56:37 +0100","2021-03-26 16:00:49 +0100",40.29220113,-74.72326048,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1942,"2021-03-25",4129651,"2021-03-25 21:58:13 +0100","2024-11-26 04:25:03 +0100",40.97487265,-74.00658743,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1943,"2021-03-27",35078,"2021-03-27 22:10:43 +0100","2021-03-28 00:31:29 +0100",40.67204392,-74.88635844,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
1944,"2021-03-28",4133155,"2021-03-28 20:29:14 +0100","2023-03-09 23:30:42 +0100",40.29167866,-74.72358267,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1945,"2021-03-28",4133155,"2021-03-28 20:34:48 +0100","2021-04-01 00:25:51 +0100",40.29197508,-74.72358912,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1946,"2021-03-28",538403,"2021-03-28 21:21:40 +0100","2023-12-23 01:56:07 +0100",40.73977028,-74.39731918,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1947,"2021-03-28",35078,"2021-03-28 21:54:11 +0100","2021-03-29 03:54:00 +0100",40.71173315,-74.48997108,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1948,"2021-03-28",3834121,"2021-03-28 22:39:36 +0100","2021-03-29 14:22:47 +0100",40.29178701,-74.72337406,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1949,"2021-03-29",3834121,"2021-03-29 19:10:49 +0100","2021-03-30 13:06:08 +0100",40.29111291,-74.72045715,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1950,"2021-03-29",2596088,"2021-03-29 19:11:42 +0100","2021-03-30 13:06:03 +0100",40.29068348,-74.72056198,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1951,"2021-03-29",4116424,"2021-03-29 19:13:46 +0100","2021-04-02 03:25:07 +0100",40.29113531,-74.72034574,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1952,"2021-03-29",2877073,"2021-03-29 21:35:07 +0100","2023-03-09 23:30:46 +0100",40.33298304,-74.67683151,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1953,"2021-03-29",2877073,"2021-03-29 21:42:19 +0100","2023-03-09 23:30:47 +0100",40.33346534,-74.6772293,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1954,"2021-03-29",2877073,"2021-03-29 21:46:20 +0100","2021-03-30 13:04:33 +0100",40.3330875,-74.67687791,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1955,"2021-03-30",2502362,"2021-03-30 18:15:41 +0100","2023-11-07 19:35:52 +0100",40.85255806,-73.96090601,"red pine","Pinus resinosa","red pine","Bergen"
1956,"2021-03-30",35078,"2021-03-31 11:10:27 +0100","2021-03-31 12:39:54 +0100",40.77985871,-74.72163736,"eastern white pine","Pinus strobus","eastern white pine","Morris"
1957,"2021-04-01",572980,"2021-04-01 21:57:52 +0100","2021-04-02 00:01:42 +0100",40.89626574,-74.00781368,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1958,"2021-04-01",2877073,"2021-04-01 23:07:53 +0100","2024-02-01 18:59:35 +0100",40.33318059,-74.675694,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1959,"2021-04-01",2877073,"2021-04-01 23:13:50 +0100","2022-04-01 23:24:37 +0100",40.3335354,-74.67659365,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1960,"2021-04-01",2877073,"2021-04-01 23:16:29 +0100","2023-03-09 23:31:07 +0100",40.33336169,-74.67690781,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1961,"2021-04-01",2877073,"2021-04-01 23:18:03 +0100","2022-04-01 23:24:33 +0100",40.33346285,-74.67720984,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1962,"2021-04-01",2877073,"2021-04-01 23:21:21 +0100","2023-03-09 23:31:08 +0100",40.33309885,-74.6767902,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1963,"2021-04-01",35078,"2021-04-02 13:47:24 +0100","2021-04-02 14:02:26 +0100",40.62369177,-74.6057616,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
1964,"2021-04-03",737461,"2021-04-03 18:27:12 +0100","2021-04-05 10:53:59 +0100",40.95041101,-75.09570222,"eastern white pine","Pinus strobus","eastern white pine","Warren"
1965,"2021-04-03",4113858,"2021-04-03 20:50:57 +0100","2021-04-04 14:05:22 +0100",40.33435397,-74.67714588,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1966,"2021-04-03",172,"2021-04-04 00:47:48 +0100","2021-08-28 19:14:54 +0100",40.44434537,-74.26194569,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1967,"2021-04-03",172,"2021-04-04 00:47:52 +0100","2021-04-04 18:16:54 +0100",40.44434537,-74.26194569,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1968,"2021-03-14",309013,"2021-04-04 17:26:24 +0100","2023-12-23 01:54:35 +0100",39.62301257,-74.43015005,"eastern white pine","Pinus strobus","eastern white pine","Burlington"
1969,"2021-04-04",2725438,"2021-04-04 20:07:23 +0100","2021-06-18 04:27:41 +0100",41.18186528,-74.3527909,"pitch pine","Pinus rigida","pitch pine","Passaic"
1970,"2019-05-27",2502362,"2021-04-06 03:54:57 +0100","2021-04-16 17:47:44 +0100",41.3168,-74.66459667,"pitch pine","Pinus rigida","pitch pine","Sussex"
1971,"2021-04-06",4132993,"2021-04-06 20:13:48 +0100","2021-04-06 21:01:46 +0100",40.35206844,-74.77234229,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1972,"2021-04-10",754313,"2021-04-10 20:38:42 +0100","2021-04-10 20:39:48 +0100",39.98136333,-74.12813617,"pitch pine","Pinus rigida","pitch pine","Ocean"
1973,"2021-04-10",2877073,"2021-04-10 22:11:16 +0100","2023-03-09 23:32:07 +0100",40.33524818,-74.67862535,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1974,"2021-04-10",2374853,"2021-04-10 23:56:03 +0100","2021-04-11 20:44:20 +0100",39.89648,-74.08769167,"pitch pine","Pinus rigida","pitch pine","Ocean"
1975,"2021-04-10",172,"2021-04-10 23:59:01 +0100","2021-04-10 23:59:46 +0100",40.42319696,-74.47152029,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
1976,"2021-04-10",172,"2021-04-11 03:37:53 +0100","2022-08-23 16:00:02 +0100",40.41926006,-74.4654585,"pitch pine","Pinus rigida","pitch pine","Middlesex"
1977,"2021-04-13",4187325,"2021-04-13 15:26:58 +0100","2024-10-23 07:00:10 +0100",40.68613854,-74.36631768,"eastern white pine","Pinus strobus","eastern white pine","Union"
1978,"2021-04-13",4218244,"2021-04-13 15:47:35 +0100","2024-11-21 06:22:21 +0100",40.68361994,-74.36694592,"eastern white pine","Pinus strobus","eastern white pine","Union"
1979,"2021-04-13",4218251,"2021-04-13 16:14:09 +0100","2023-03-09 23:32:27 +0100",40.68362818,-74.3669264,"eastern white pine","Pinus strobus","eastern white pine","Union"
1980,"2021-04-14",1739172,"2021-04-14 20:02:48 +0100","2021-04-15 11:57:19 +0100",40.29220207,-74.72380034,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
1981,"2021-04-17",4158307,"2021-04-17 19:48:52 +0100","2024-10-23 07:00:16 +0100",40.71018305,-74.05434839,"eastern white pine","Pinus strobus","eastern white pine","Hudson"
1982,"2021-04-18",3977415,"2021-04-18 20:32:49 +0100","2021-04-25 02:30:44 +0100",39.41413,-75.320855,"pitch pine","Pinus rigida","pitch pine","Cumberland"
1983,"2021-04-20",4252874,"2021-04-20 12:30:26 +0100","2023-12-05 21:42:05 +0100",40.02983725,-74.2322889,"eastern white pine","Pinus strobus","eastern white pine","Ocean"
1984,"2021-04-20",3985480,"2021-04-20 18:23:35 +0100","2021-11-30 17:35:02 +0100",40.97037494,-73.93966596,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
1985,"2021-04-21",3840127,"2021-04-21 14:18:06 +0100","2021-04-22 12:55:02 +0100",39.7450026,-75.1610543,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
1986,"2021-04-21",122574,"2021-04-23 00:37:42 +0100","2024-10-23 06:59:59 +0100",40.80431333,-74.09073617,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
