"primary_key","observed_on","user_id","created_at","updated_at","latitude","longitude","species_guess","scientific_name","common_name","county_names"
299,"2018-03-20",768983,"2018-03-20 20:32:05 +0100","2018-03-22 00:13:21 +0100",40.31963454,-74.57866402,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
300,"2018-03-24",172,"2018-03-24 21:21:23 +0100","2023-03-09 15:03:20 +0100",40.41988369,-74.48174718,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
301,"2018-03-26",330811,"2018-03-26 23:26:03 +0100","2020-05-15 13:52:48 +0100",40.40655733,-73.97796493,"Japanese black pine","Pinus thunbergii","Japanese black pine","Monmouth"
302,"2018-03-30",772626,"2018-03-30 20:41:22 +0100","2023-12-17 18:25:37 +0100",40.41255333,-74.49956333,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
303,"2018-03-31",754783,"2018-04-01 04:19:54 +0100","2018-04-17 14:46:49 +0100",40.97059167,-74.05756383,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
304,"2018-04-03",712253,"2018-04-04 01:27:39 +0100","2023-07-06 20:48:25 +0100",39.24925278,-74.88437778,"pitch pine","Pinus rigida","pitch pine","Cape May"
305,"2018-04-06",766862,"2018-04-06 19:41:51 +0100","2018-04-06 22:19:17 +0100",40.29155395,-74.72859956,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
306,"2018-04-06",407832,"2018-04-06 19:42:41 +0100","2023-03-09 15:03:44 +0100",40.29146167,-74.7287,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
307,"2018-04-08",772944,"2018-04-08 23:19:25 +0100","2023-03-09 22:13:55 +0100",41.06075311,-74.61697089,"eastern white pine","Pinus strobus","eastern white pine","Sussex"
308,"2018-04-10",766859,"2018-04-10 16:23:44 +0100","2018-04-11 14:11:09 +0100",40.29223032,-74.72313243,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
309,"2018-04-10",766857,"2018-04-10 16:27:07 +0100","2018-04-28 15:17:04 +0100",40.29185867,-74.72344971,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
310,"2018-04-10",766861,"2018-04-10 16:27:38 +0100","2018-04-11 21:23:06 +0100",40.293205,-74.72051167,"Eastern White Pine","Pinus strobus","eastern white pine","Mercer"
311,"2018-04-10",769897,"2018-04-10 16:29:03 +0100","2018-04-20 18:07:05 +0100",40.29228036,-74.72311663,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
312,"2018-04-10",766170,"2018-04-10 16:29:05 +0100","2018-04-13 15:31:06 +0100",40.29318611,-74.72036468,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
313,"2018-04-10",766858,"2018-04-10 16:29:44 +0100","2018-04-11 00:13:15 +0100",40.29319667,-74.720375,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
314,"2018-04-02",768386,"2018-04-11 04:04:09 +0100","2018-04-17 13:15:24 +0100",40.29364255,-74.72954035,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
315,"2018-04-10",219633,"2018-04-11 16:09:25 +0100","2018-04-18 15:46:29 +0100",40.29335833,-74.72036667,"Eastern White Pine","Pinus strobus","eastern white pine","Mercer"
316,"2018-04-12",442420,"2018-04-12 23:45:36 +0100","2022-08-06 00:42:57 +0100",39.4777702,-74.55963018,"pitch pine","Pinus rigida","pitch pine","Atlantic"
317,"2018-03-03",35078,"2018-04-14 17:57:04 +0100","2018-04-14 18:19:40 +0100",40.6890992,-74.3776989,"eastern white pine","Pinus strobus","eastern white pine","Union"
318,"2018-04-14",850913,"2018-04-14 23:21:50 +0100","2018-04-16 21:22:33 +0100",40.09977036,-74.53317572,"pitch pine","Pinus rigida","pitch pine","Monmouth"
319,"2018-04-17",640481,"2018-04-18 23:33:29 +0100","2018-04-19 18:55:50 +0100",40.455313,-74.42522,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
320,"2018-04-20",2179,"2018-04-20 22:30:27 +0100","2024-06-28 03:18:46 +0100",39.78624132,-75.22017472,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
321,"2018-04-21",35078,"2018-04-24 02:44:31 +0100","2018-04-24 03:07:01 +0100",40.61521389,-74.49022086,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
322,"2018-04-26",325422,"2018-04-27 01:41:58 +0100","2018-04-27 01:42:57 +0100",40.601348,-74.879932,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
323,"2018-04-27",216606,"2018-04-27 23:09:47 +0100","2019-12-18 17:18:49 +0100",40.392175,-74.70572,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
324,"2018-04-30",914265,"2018-04-30 21:59:03 +0100","2019-12-01 05:03:36 +0100",40.59923785,-75.00069402,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
325,"2018-05-05",216606,"2018-05-05 20:54:08 +0100","2023-03-09 15:06:55 +0100",40.29530833,-74.72502167,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
326,"2018-05-05",172,"2018-05-05 23:17:21 +0100","2019-10-04 13:50:13 +0100",40.43661287,-74.27150896,"pitch pine","Pinus rigida","pitch pine","Middlesex"
327,"2018-05-05",172,"2018-05-05 23:17:22 +0100","2019-06-17 04:07:35 +0100",40.43661287,-74.27150896,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
328,"2018-04-08",35078,"2018-05-08 02:05:39 +0100","2023-12-18 18:15:42 +0100",40.21552127,-74.51680899,"eastern white pine","Pinus strobus","eastern white pine","Monmouth"
329,"2018-04-21",35078,"2018-05-08 11:22:43 +0100","2018-05-08 11:41:13 +0100",40.6153777,-74.49030876,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
330,"2018-05-10",413027,"2018-05-11 05:13:30 +0100","2023-12-19 13:27:01 +0100",40.30234167,-74.73995333,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
331,"2018-05-16",216905,"2018-05-16 21:42:50 +0100","2018-06-11 17:52:36 +0100",40.34473128,-74.6548645,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
332,"2018-05-26",35078,"2018-05-27 01:03:12 +0100","2023-11-11 03:28:58 +0100",39.89666635,-74.0830636,"pitch pine","Pinus rigida","pitch pine","Ocean"
333,"2018-05-31",572980,"2018-05-31 14:50:53 +0100","2018-05-31 15:46:44 +0100",40.89288088,-74.00725905,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
334,"2018-06-09",169566,"2018-06-10 04:59:18 +0100","2023-11-11 03:16:13 +0100",39.89623333,-74.221825,"pitch pine","Pinus rigida","pitch pine","Ocean"
335,"2018-06-08",169566,"2018-06-10 04:59:49 +0100","2021-01-27 22:43:26 +0100",39.81140833,-74.5484,"shortleaf pine","Pinus echinata","shortleaf pine","Burlington"
336,"2018-05-28",35078,"2018-07-09 19:46:09 +0100","2019-10-21 06:41:10 +0100",40.6199459,-74.8508647,"pitch pine","Pinus rigida","pitch pine","Hunterdon"
337,"2018-07-26",771747,"2018-07-27 10:37:44 +0100","2022-04-26 03:54:02 +0100",39.77163169,-74.21527865,"pitch pine","Pinus rigida","pitch pine","Ocean"
338,"2018-07-29",35078,"2018-07-30 02:37:47 +0100","2018-07-30 03:03:53 +0100",40.67270379,-74.51522751,"eastern white pine","Pinus strobus","eastern white pine","Morris"
339,"2018-07-30",1113253,"2018-08-01 16:37:28 +0100","2018-08-03 21:46:56 +0100",40.47716389,-74.43823333,"Virginia pine","Pinus virginiana","Virginia pine","Middlesex"
340,"2009-12-24",1108972,"2018-08-04 19:52:17 +0100","2023-11-15 22:46:26 +0100",40.42841059,-74.27948713,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
341,"2018-08-13",35078,"2018-08-17 02:17:25 +0100","2022-01-13 03:46:26 +0100",39.73922244,-74.72755561,"pitch pine","Pinus rigida","pitch pine","Burlington"
342,"2018-08-26",74073,"2018-08-26 20:44:32 +0100","2018-08-26 21:48:41 +0100",38.93578292,-74.95623808,"pitch pine","Pinus rigida","pitch pine","Cape May"
343,"2018-09-08",1123117,"2018-09-08 15:17:02 +0100","2023-12-18 17:53:55 +0100",41.01655555,-74.746155,"eastern white pine","Pinus strobus","eastern white pine","Sussex"
344,"2018-09-15",219127,"2018-09-15 18:06:45 +0100","2023-03-09 22:22:31 +0100",40.82831995,-74.1885615,"eastern white pine","Pinus strobus","eastern white pine","Essex"
345,"2018-09-24",1208571,"2018-09-24 16:46:54 +0100","2024-11-26 04:25:11 +0100",41.03891842,-74.54686299,"eastern white pine","Pinus strobus","eastern white pine","Morris"
346,"2018-09-24",1196983,"2018-09-24 16:58:23 +0100","2025-01-06 20:06:02 +0100",41.03975337,-74.54690708,"eastern white pine","Pinus strobus","eastern white pine","Morris"
347,"2018-09-24",77467,"2018-09-24 17:37:10 +0100","2018-09-25 16:01:53 +0100",41.03845763,-74.54722174,"eastern white pine","Pinus strobus","eastern white pine","Morris"
348,"2018-09-24",1215232,"2018-09-24 19:22:56 +0100","2018-10-18 04:09:12 +0100",40.47836333,-74.43820833,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
349,"2018-09-22",1217983,"2018-09-25 15:02:28 +0100","2018-10-09 04:04:14 +0100",39.89623833,-74.22334617,"eastern white pine","Pinus strobus","eastern white pine","Ocean"
350,"2018-09-25",79395,"2018-09-26 02:38:38 +0100","2023-11-11 17:53:07 +0100",39.94901842,-74.26667908,"pitch pine","Pinus rigida","pitch pine","Ocean"
351,"2018-09-27",79666,"2018-09-27 16:29:31 +0100","2018-10-09 04:21:51 +0100",40.47388565,-74.42046748,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
352,"2018-09-27",1220384,"2018-09-27 20:29:11 +0100","2019-11-08 04:57:19 +0100",40.48089981,-74.42902374,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
353,"2018-09-27",1206815,"2018-09-27 21:21:50 +0100","2018-11-16 01:38:46 +0100",39.91687516,-74.59647353,"pitch pine","Pinus rigida","pitch pine","Burlington"
354,"2018-09-28",1197483,"2018-09-29 20:18:07 +0100","2018-09-30 04:33:38 +0100",40.62252082,-74.37513068,"eastern white pine","Pinus strobus","eastern white pine","Union"
355,"2018-10-01",1215541,"2018-10-01 16:43:06 +0100","2018-10-09 04:20:22 +0100",40.48155112,-74.43533932,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
356,"2018-10-04",558788,"2018-10-04 22:05:40 +0100","2018-10-18 04:06:06 +0100",40.48063333,-74.42994667,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
357,"2018-10-05",1218057,"2018-10-05 21:14:28 +0100","2018-10-09 04:19:01 +0100",39.79443278,-74.27800764,"eastern white pine","Pinus strobus","eastern white pine","Ocean"
358,"2018-10-08",768392,"2018-10-08 21:05:39 +0100","2019-12-01 14:56:43 +0100",40.48186015,-74.43489717,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
359,"2018-10-08",1221310,"2018-10-08 21:58:01 +0100","2019-12-01 14:56:41 +0100",40.96651231,-74.04614727,"eastern white pine","Pinus strobus","eastern white pine","Bergen"
360,"2018-09-24",1217706,"2018-10-12 17:10:16 +0100","2018-10-18 04:03:17 +0100",40.48321428,-74.43876414,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
361,"2018-10-02",712253,"2018-10-12 22:51:56 +0100","2023-07-07 03:17:08 +0100",39.24985833,-74.92134167,"Virginia pine","Pinus virginiana","Virginia pine","Cumberland"
362,"2018-10-12",1203748,"2018-10-13 19:09:31 +0100","2023-12-11 03:58:46 +0100",41.26264954,-74.82440948,"eastern white pine","Pinus strobus","eastern white pine","Sussex"
363,"2018-10-14",43772,"2018-10-15 15:23:07 +0100","2024-09-01 00:18:23 +0100",39.887325,-74.37796667,"pitch pine","Pinus rigida","pitch pine","Ocean"
364,"2018-10-15",77467,"2018-10-15 18:13:09 +0100","2018-12-31 00:01:25 +0100",40.54606892,-74.62248163,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
365,"2018-10-15",78119,"2018-10-16 01:45:36 +0100","2022-07-16 02:15:50 +0100",39.89482167,-74.574525,"eastern white pine","Pinus strobus","eastern white pine","Burlington"
366,"2018-10-15",78119,"2018-10-16 02:05:39 +0100","2022-07-16 02:15:50 +0100",39.895145,-74.55378,"pitch pine","Pinus rigida","pitch pine","Burlington"
367,"2018-10-19",1188877,"2018-10-19 18:21:37 +0100","2018-11-16 05:36:58 +0100",39.70997603,-74.96585578,"eastern white pine","Pinus strobus","eastern white pine","Camden"
368,"2018-10-20",1216979,"2018-10-20 22:32:36 +0100","2018-10-21 05:35:33 +0100",40.36626167,-74.56518667,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
369,"2018-09-23",1220713,"2018-10-22 14:17:37 +0100","2018-10-23 15:10:29 +0100",40.42019667,-74.86197,"eastern white pine","Pinus strobus","eastern white pine","Hunterdon"
370,"2018-10-22",1208571,"2018-10-22 15:56:16 +0100","2023-12-05 21:15:25 +0100",40.84710601,-74.21231898,"eastern white pine","Pinus strobus","eastern white pine","Essex"
371,"2018-09-28",1210739,"2018-10-23 04:48:04 +0100","2018-10-23 14:59:40 +0100",40.473575,-74.42386667,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
372,"2018-10-14",1217113,"2018-10-25 06:50:42 +0100","2018-10-26 03:13:34 +0100",40.480944,-74.4352916,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
373,"2018-10-24",1239562,"2018-10-25 16:25:08 +0100","2023-03-09 22:25:10 +0100",40.77903749,-74.43355177,"eastern white pine","Pinus strobus","eastern white pine","Morris"
374,"2018-10-26",1220787,"2018-10-26 16:06:56 +0100","2018-10-30 02:09:47 +0100",40.48176704,-74.43568968,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
375,"2018-10-29",1220718,"2018-10-29 22:48:38 +0100","2018-11-01 03:26:59 +0100",40.68404264,-74.43210535,"eastern white pine","Pinus strobus","eastern white pine","Union"
376,"2018-10-29",1258249,"2018-10-30 01:46:47 +0100","2025-01-06 20:07:32 +0100",39.24725333,-74.86446333,"eastern white pine","Pinus strobus","eastern white pine","Cape May"
377,"2018-10-29",1258249,"2018-10-30 01:49:43 +0100","2018-11-02 02:04:40 +0100",39.24732,-74.85640833,"Virginia pine","Pinus virginiana","Virginia pine","Cape May"
378,"2018-10-29",1258249,"2018-10-30 03:02:24 +0100","2023-01-19 04:43:56 +0100",39.24817833,-74.871405,"shortleaf pine","Pinus echinata","shortleaf pine","Cape May"
379,"2018-10-31",1220692,"2018-10-31 16:29:36 +0100","2018-11-10 07:27:21 +0100",40.48184792,-74.43497747,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
380,"2018-10-31",334854,"2018-10-31 16:30:31 +0100","2018-11-01 00:32:56 +0100",40.48188932,-74.43500153,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
381,"2018-10-14",1221298,"2018-11-01 00:55:17 +0100","2020-06-07 15:01:12 +0100",40.480944,-74.4352916,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
382,"2018-10-31",1220229,"2018-11-01 04:21:59 +0100","2023-12-09 12:34:58 +0100",40.48235967,-74.43622002,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
383,"2018-09-24",1210973,"2018-11-09 23:12:45 +0100","2018-12-13 00:15:05 +0100",41.03820139,-74.54651143,"eastern white pine","Pinus strobus","eastern white pine","Morris"
384,"2018-11-10",1226882,"2018-11-10 17:10:37 +0100","2023-12-23 02:29:48 +0100",39.95977183,-74.5086861,"eastern white pine","Pinus strobus","eastern white pine","Burlington"
385,"2018-11-10",1197081,"2018-11-10 22:08:55 +0100","2023-12-13 17:50:09 +0100",39.49435701,-75.06338099,"eastern white pine","Pinus strobus","eastern white pine","Cumberland"
386,"2018-11-12",1198774,"2018-11-12 22:07:54 +0100","2019-01-16 12:52:51 +0100",40.744645,-74.55251333,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
387,"2018-11-12",1196983,"2018-11-16 20:18:09 +0100","2018-12-19 14:03:53 +0100",40.74478207,-74.55176983,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
388,"2018-11-17",198845,"2018-11-17 21:00:15 +0100","2022-08-29 05:10:09 +0100",39.82565858,-74.9240303,"shortleaf pine","Pinus echinata","shortleaf pine","Camden"
389,"2018-11-17",198845,"2018-11-17 22:22:23 +0100","2022-08-29 05:10:09 +0100",39.99523474,-74.93678362,"Virginia pine","Pinus virginiana","Virginia pine","Burlington"
390,"2018-11-23",969074,"2018-11-23 17:06:14 +0100","2018-11-23 17:18:35 +0100",41.18484103,-74.518335,"eastern white pine","Pinus strobus","eastern white pine","Sussex"
391,"2018-11-25",330811,"2018-11-25 20:30:25 +0100","2020-12-23 17:59:06 +0100",40.09607243,-74.32227675,"loblolly pine","Pinus taeda","loblolly pine","Ocean"
392,"2018-11-26",1197483,"2018-11-26 17:44:26 +0100","2023-06-24 23:23:26 +0100",40.6870176,-74.3875201,"eastern white pine","Pinus strobus","eastern white pine","Union"
393,"2018-11-26",1208571,"2018-11-26 17:46:30 +0100","2023-12-07 12:40:14 +0100",40.68507947,-74.37061065,"eastern white pine","Pinus strobus","eastern white pine","Union"
394,"2018-11-26",77467,"2018-11-26 17:52:53 +0100","2018-11-26 21:05:55 +0100",40.6934994,-74.373959,"eastern white pine","Pinus strobus","eastern white pine","Union"
395,"2018-11-26",1210973,"2018-11-26 18:55:24 +0100","2019-11-30 16:51:17 +0100",40.68391333,-74.37308667,"eastern white pine","Pinus strobus","eastern white pine","Union"
396,"2018-11-26",1203748,"2018-11-26 20:07:13 +0100","2018-11-26 20:09:26 +0100",40.68502045,-74.3740387,"eastern white pine","Pinus strobus","eastern white pine","Union"
397,"2018-11-12",1210973,"2018-11-26 20:38:32 +0100","2018-12-19 14:01:21 +0100",40.74554667,-74.55270333,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
398,"2018-12-01",1165983,"2018-12-01 20:14:42 +0100","2022-12-22 12:56:01 +0100",39.83213265,-74.78452672,"pitch pine","Pinus rigida","pitch pine","Burlington"
399,"2018-12-03",1196981,"2018-12-03 15:53:03 +0100","2018-12-03 22:36:23 +0100",40.76840436,-74.28307652,"eastern white pine","Pinus strobus","eastern white pine","Essex"
400,"2018-12-03",1196981,"2018-12-03 15:53:43 +0100","2023-03-09 22:27:02 +0100",40.76848973,-74.28309169,"eastern white pine","Pinus strobus","eastern white pine","Essex"
401,"2018-12-03",1208588,"2018-12-03 15:54:42 +0100","2020-11-19 12:55:43 +0100",40.76845333,-74.28307167,"eastern white pine","Pinus strobus","eastern white pine","Essex"
402,"2018-12-03",1214693,"2018-12-03 15:54:58 +0100","2018-12-17 00:44:59 +0100",40.76850377,-74.28308984,"eastern white pine","Pinus strobus","eastern white pine","Essex"
403,"2018-12-07",1256711,"2018-12-07 20:28:53 +0100","2023-12-05 21:33:18 +0100",40.77522,-74.43438,"eastern white pine","Pinus strobus","eastern white pine","Morris"
404,"2018-12-11",690608,"2018-12-11 19:52:15 +0100","2018-12-13 01:43:02 +0100",40.82433126,-74.18115517,"eastern white pine","Pinus strobus","eastern white pine","Essex"
405,"2018-12-15",1196981,"2018-12-15 20:05:57 +0100","2018-12-16 02:34:14 +0100",40.53537068,-74.30118696,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
406,"2018-12-16",1214693,"2018-12-17 00:02:06 +0100","2019-11-30 16:51:04 +0100",40.42099922,-74.13895765,"eastern white pine","Pinus strobus","eastern white pine","Monmouth"
407,"2018-12-14",1197483,"2018-12-17 03:22:55 +0100","2023-12-08 13:45:28 +0100",40.6217561,-74.37403634,"eastern white pine","Pinus strobus","eastern white pine","Union"
408,"2018-12-20",1196983,"2018-12-20 19:37:52 +0100","2022-01-11 12:36:30 +0100",40.6048065,-74.4085817,"eastern white pine","Pinus strobus","eastern white pine","Union"
409,"2018-12-20",1196983,"2018-12-20 19:43:28 +0100","2024-03-21 17:31:24 +0100",40.60178813,-74.40866031,"eastern white pine","Pinus strobus","eastern white pine","Union"
410,"2018-12-24",667714,"2018-12-24 23:48:38 +0100","2019-11-04 17:09:16 +0100",41.17990833,-74.78057167,"pines","Pinus","pines","Sussex"
411,"2018-06-25",44100,"2018-12-25 04:32:07 +0100","2019-01-16 12:49:07 +0100",40.43804593,-74.73234919,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
412,"2018-12-25",300278,"2018-12-25 22:43:15 +0100","2018-12-27 03:57:49 +0100",40.71346283,-74.31539917,"eastern white pine","Pinus strobus","eastern white pine","Union"
413,"2018-12-31",20600,"2018-12-31 23:23:33 +0100","2023-01-02 20:13:36 +0100",39.83878667,-74.928865,"Virginia pine","Pinus virginiana","Virginia pine","Camden"
414,"2018-12-23",35078,"2019-01-01 05:16:40 +0100","2019-01-01 18:37:42 +0100",40.60471991,-74.53267571,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
415,"2018-10-13",1350714,"2019-01-04 03:38:15 +0100","2023-12-09 12:30:18 +0100",39.88086667,-74.532845,"eastern white pine","Pinus strobus","eastern white pine","Burlington"
416,"2019-01-15",340786,"2019-01-15 17:25:17 +0100","2019-01-17 02:27:07 +0100",40.31553268,-74.6246109,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
417,"2019-01-15",340786,"2019-01-15 17:25:43 +0100","2019-01-17 02:26:56 +0100",40.31484604,-74.62535858,"red pine","Pinus resinosa","red pine","Mercer"
418,"2019-01-28",1054256,"2019-01-28 21:41:26 +0100","2023-03-09 22:28:28 +0100",39.8331415,-74.98874133,"eastern white pine","Pinus strobus","eastern white pine","Camden"
419,"2019-02-01",330811,"2019-02-01 18:32:49 +0100","2019-02-01 18:44:06 +0100",40.41408777,-74.0848124,"eastern white pine","Pinus strobus","eastern white pine","Monmouth"
420,"2019-02-05",35078,"2019-02-07 20:42:24 +0100","2019-02-07 23:21:31 +0100",40.43846353,-74.46149557,"eastern white pine","Pinus strobus","eastern white pine","Middlesex"
421,"2019-01-16",35078,"2019-02-07 23:31:54 +0100","2019-02-08 04:08:21 +0100",40.63605,-74.490987,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
422,"2019-02-09",35078,"2019-02-11 01:33:39 +0100","2023-03-09 22:44:33 +0100",39.87555703,-74.21437254,"pitch pine","Pinus rigida","pitch pine","Ocean"
423,"2019-02-09",35078,"2019-02-11 01:33:42 +0100","2022-01-13 03:45:37 +0100",39.87555703,-74.21437254,"eastern white pine","Pinus strobus","eastern white pine","Ocean"
424,"2019-02-10",35078,"2019-02-11 15:50:52 +0100","2019-08-20 19:34:21 +0100",39.46500801,-74.45051594,"pitch pine","Pinus rigida","pitch pine","Atlantic"
425,"2019-02-14",1054256,"2019-02-14 20:38:16 +0100","2019-02-22 14:02:54 +0100",39.82963123,-74.9899781,"eastern white pine","Pinus strobus","eastern white pine","Camden"
426,"2019-02-15",1054256,"2019-02-15 21:48:59 +0100","2024-06-30 01:30:50 +0100",39.82964547,-74.99239348,"pitch pine","Pinus rigida","pitch pine","Camden"
427,"2019-02-18",35078,"2019-02-19 19:31:13 +0100","2019-02-22 01:58:09 +0100",40.61622709,-74.49003265,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
428,"2019-02-22",1424293,"2019-02-22 20:52:20 +0100","2023-03-09 22:29:04 +0100",40.6176834,-74.56487169,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
429,"2019-02-22",1054256,"2019-02-22 23:39:15 +0100","2019-02-23 02:34:24 +0100",39.83110723,-74.99187366,"eastern white pine","Pinus strobus","eastern white pine","Camden"
430,"2019-02-22",1054256,"2019-02-22 23:39:16 +0100","2024-06-30 01:30:42 +0100",39.83180879,-74.99135454,"pitch pine","Pinus rigida","pitch pine","Camden"
431,"2019-02-22",1054256,"2019-02-22 23:39:31 +0100","2019-02-22 23:59:54 +0100",39.83221447,-74.99068313,"eastern white pine","Pinus strobus","eastern white pine","Camden"
432,"2019-02-22",1054256,"2019-02-22 23:39:33 +0100","2019-02-23 02:34:38 +0100",39.83244813,-74.99060395,"eastern white pine","Pinus strobus","eastern white pine","Camden"
433,"2019-02-22",1054256,"2019-02-22 23:40:07 +0100","2019-02-23 02:44:58 +0100",39.83413346,-74.9966312,"pitch pine","Pinus rigida","pitch pine","Camden"
434,"2019-02-22",1054256,"2019-02-22 23:40:28 +0100","2023-03-09 22:29:06 +0100",39.83311368,-74.98957605,"eastern white pine","Pinus strobus","eastern white pine","Camden"
435,"2019-02-23",577059,"2019-02-25 00:28:17 +0100","2019-02-25 00:51:34 +0100",39.94977347,-74.47282616,"pitch pine","Pinus rigida","pitch pine","Ocean"
436,"2019-02-25",35078,"2019-02-26 13:45:29 +0100","2023-11-11 19:22:12 +0100",40.04447583,-74.0869485,"pitch pine","Pinus rigida","pitch pine","Ocean"
437,"2019-02-25",35078,"2019-02-26 13:45:29 +0100","2022-01-13 03:45:30 +0100",40.04447583,-74.0869485,"pitch pine","Pinus rigida","pitch pine","Ocean"
438,"2019-02-25",35078,"2019-02-26 13:45:36 +0100","2019-08-20 02:55:56 +0100",40.04447583,-74.0869485,"pitch pine","Pinus rigida","pitch pine","Ocean"
439,"2019-02-25",35078,"2019-02-26 13:45:39 +0100","2022-01-13 03:45:27 +0100",40.04447583,-74.0869485,"pitch pine","Pinus rigida","pitch pine","Ocean"
440,"2019-02-25",35078,"2019-02-26 13:45:46 +0100","2022-01-13 03:45:23 +0100",40.04447583,-74.0869485,"pitch pine","Pinus rigida","pitch pine","Ocean"
441,"2019-02-25",35078,"2019-02-26 14:57:00 +0100","2019-08-20 03:39:08 +0100",39.76321252,-74.19979595,"pitch pine","Pinus rigida","pitch pine","Ocean"
442,"2019-02-26",1054256,"2019-02-27 01:21:38 +0100","2023-12-19 13:49:59 +0100",39.83474289,-74.99858222,"eastern white pine","Pinus strobus","eastern white pine","Camden"
443,"2019-02-26",1054256,"2019-02-27 15:08:15 +0100","2019-03-29 23:01:23 +0100",39.82014945,-74.97100837,"pitch pine","Pinus rigida","pitch pine","Camden"
444,"2019-02-28",1491090,"2019-02-28 18:09:52 +0100","2023-03-09 15:20:47 +0100",40.29499167,-74.73047,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
445,"2019-02-28",1384529,"2019-02-28 22:15:28 +0100","2023-12-08 13:21:15 +0100",39.74644887,-75.28807152,"eastern white pine","Pinus strobus","eastern white pine","Gloucester"
446,"2019-02-28",1499864,"2019-02-28 23:13:12 +0100","2019-03-02 20:08:15 +0100",40.30655504,-74.73678399,"eastern white pine","Pinus strobus","eastern white pine","Mercer"
447,"2019-03-02",47660,"2019-03-03 01:18:19 +0100","2023-07-07 07:32:24 +0100",41.06308923,-74.33079838,"pitch pine","Pinus rigida","pitch pine","Passaic"
448,"2019-03-02",47660,"2019-03-03 01:20:36 +0100","2023-07-07 07:32:58 +0100",41.06014236,-74.32197735,"eastern white pine","Pinus strobus","eastern white pine","Passaic"
449,"2019-03-02",79395,"2019-03-03 03:31:16 +0100","2023-11-11 19:37:52 +0100",39.95307002,-74.26451538,"pitch pine","Pinus rigida","pitch pine","Ocean"
450,"2019-03-03",754313,"2019-03-03 18:12:21 +0100","2019-03-03 18:53:52 +0100",40.66948667,-74.52615333,"eastern white pine","Pinus strobus","eastern white pine","Morris"
451,"2019-03-06",442420,"2019-03-06 22:57:06 +0100","2022-08-06 00:40:04 +0100",39.2520983,-74.6723655,"shortleaf pine","Pinus echinata","shortleaf pine","Cape May"
452,"2019-03-03",35078,"2019-03-07 00:18:02 +0100","2019-03-07 03:18:54 +0100",40.61570985,-74.49105107,"eastern white pine","Pinus strobus","eastern white pine","Somerset"
453,"2019-03-09",106898,"2019-03-09 18:41:05 +0100","2019-08-20 19:34:15 +0100",39.46573578,-74.45405904,"pitch pine","Pinus rigida","pitch pine","Atlantic"
