Tree_ID,sales_price,sales_id
2443,1312.5,23
2445,4368,23
2447,1968.75,23
2449,4147.5,23
2455,1806,23
2474,2698.5,23
2483,1459.5,23
2496,6237,23
2497,4320.75,23
2506,1785,23
2507,1260,23
2508,1412.25,23
2510,2194.5,24
2513,3549,24
2517,1480.5,24
2519,1176,24
2520,3743.25,24
2521,4457.25,24
2522,987,24
2523,1380.75,24
2527,4158,24
2528,2194.5,24
2531,5103,24
2532,1228.5,24
2534,1144.5,24
2536,5901,24
2537,2682.75,24
2544,1963.5,24
2548,1617,24
2549,2971.5,24
2556,1590.75,24
2559,2892.75,24
2563,2000.25,24
2568,5139.75,24
2572,6552,24
2574,1732.5,24
2575,7770,24
2580,1480.5,25
2593,1181.25,25
2598,1606.5,25
2601,971.25,25
2610,1648.5,25
2630,2073.75,25
2644,4635.75,25
2646,1869,25
2647,1464.75,25
2648,5454.75,25
2649,3438.75,25
2658,4142.25,25
2665,3034.5,25
2666,1533,25
2668,5754,25
2674,10442.25,25
2677,3459.75,25
2680,2745.75,25
2681,11319,25
2684,1680,25
2686,2730,25
2687,1281,25
2700,3402,25
2708,6730.5,25
2711,3071.25,25
2721,5407.5,26
2724,1517.25,26
2729,2142,26
2730,4966.5,26
2731,3932.25,26
2732,1354.5,26
2738,8195.25,26
2744,2163,26
2745,1323,26
2747,1800.75,26
2752,6615,26
2757,3118.5,26
2759,3879.75,26
2768,1386,26
2780,6069,26
2787,1265.25,26
2794,1800.75,26
2796,2551.5,26
2797,1170.75,26
2802,3281.25,26
2804,2598.75,26
2806,3344.25,26
2811,2745.75,26
2814,2798.25,26
2815,1827,26
2822,1249.5,27
2825,1995,27
2826,4278.75,27
2831,1223.25,27
2838,3722.25,27
2843,3438.75,27
2845,1002.75,27
2848,1480.5,27
2854,4992.75,27
2856,4210.5,27
2858,1097.25,27
2865,4326,27
2867,1832.25,27
2873,2556.75,27
2882,787.5,27
2884,1370.25,27
2887,5470.5,27
2888,2509.5,27
2889,1816.5,27
2890,1832.25,27
2891,3969,27
2892,4278.75,27
2896,6620.25,27
2903,2331,27
2905,4494,27
2918,1380.75,28
2922,1795.5,28
2928,2472.75,28
2934,2913.75,28
2937,1743,28
2938,1055.25,28
2947,5502,28
2952,1617,28
2960,8867.25,28
2961,2189.25,28
2963,4147.5,28
2965,1958.25,28
2966,1916.25,28
2968,1827,28
2969,1239,28
2974,5255.25,28
2989,2761.5,28
2991,1548.75,28
2993,2551.5,28
3001,3433.5,28
3002,4252.5,28
3005,4714.5,28
3006,8006.25,28
3007,5045.25,28
3010,2714.25,28
3016,1438.5,29
3021,9560.25,29
3032,1512,29
3042,6993,29
3054,1233.75,29
3056,1134,29
3060,3795.75,29
3068,2231.25,29
3077,2084.25,29
3078,1580.25,29
3080,5003.25,29
3085,2451.75,29
3088,1968.75,29
3098,2619.75,29
3102,4625.25,29
3106,1995,29
3114,1338.75,29
3115,1380.75,29
3116,5512.5,29
3122,3318,29
3123,7838.25,29
3125,1249.5,29
3126,1569.75,29
3132,8478.75,29
3134,2383.5,29
3136,3575.25,30
3137,2068.5,30
3139,3092.25,30
3140,2730,30
3142,2441.25,30
3143,6142.5,30
3155,2157.75,30
3156,1354.5,30
3161,1905.75,30
3163,1375.5,30
3166,1349.25,30
3169,2593.5,30
3181,3008.25,30
3185,1391.25,30
3192,3055.5,30
3196,1869,30
3201,2882.25,30
3207,1338.75,30
3208,1617,30
3209,1464.75,30
3212,1496.25,30
3213,1149.75,30
3216,1239,30
3223,2924.25,30
3227,2604,30
3231,2682.75,31
3232,3900.75,31
3234,3360,31
3237,1827,31
3242,1995,31
3250,1758.75,31
3253,1790.25,31
3256,6189.75,31
3257,2283.75,31
3262,3423,31
3267,3911.25,31
3270,7119,31
3274,3087,31
3280,2798.25,31
3283,2772,31
3303,3370.5,31
3309,2619.75,31
3313,2530.5,31
3317,4100.25,31
3323,2163,31
3324,1653.75,31
3325,2520,31
3328,2000.25,31
3331,2121,31
3332,1265.25,31
3335,2163,32
3347,1911,32
3348,1517.25,32
3350,1937.25,32
3354,3113.25,32
3356,4457.25,32
3359,2556.75,32
3361,1307.25,32
3362,2205,32
3369,3601.5,32
3371,3963.75,32
3375,1302,32
3380,3081.75,32
3381,4725,32
3382,4053,32
3387,1895.25,32
3392,2415,32
3396,2257.5,32
3397,6662.25,32
3401,3102.75,32
3402,1207.5,32
3404,3171,32
3407,1086.75,32
3417,7171.5,32
3427,2121,32
3429,2294.25,33
3433,1842.75,33
3435,1218,33
3437,3118.5,33
3440,4499.25,33
3443,8074.5,33
3446,2698.5,33
3451,4725,33
3455,3806.25,33
3457,2168.25,33
3461,1197,33
3464,2021.25,33
3466,1107.75,33
3470,2420.25,33
3474,3244.5,33
3477,1071,33
3478,4908.75,33
3479,8793.75,33
3494,3675,33
3507,1601.25,33
3510,2278.5,33
3520,1674.75,33
3522,5544,33
3523,1391.25,33
3527,1648.5,33
3544,2583,34
3545,1685.25,34
3549,3150,34
3551,1270.5,34
3565,2241.75,34
3566,2577.75,34
3573,1559.25,34
3578,4961.25,34
3581,2793,34
3587,6279,34
3595,1674.75,34
3597,1506.75,34
3602,1911,34
3603,2278.5,34
3604,3018.75,34
3625,1732.5,34
3628,2215.5,34
3639,1979.25,34
3644,1212.75,34
3647,5890.5,34
3649,8809.5,34
3654,1653.75,34
3655,6226.5,34
3657,3055.5,34
3663,2866.5,34
3670,1790.25,35
3691,5160.75,35
3693,1905.75,35
3695,1596,35
3707,1359.75,35
3711,1155,35
3720,8342.25,35
3724,1953,35
3725,987,35
3726,2430.75,35
3727,11229.75,35
3729,3360,35
3733,6289.5,35
3746,2499,35
3747,2898,35
3750,3885,35
3754,1312.5,35
3759,5512.5,35
3760,3438.75,35
3761,2226,35
3771,2583,35
3794,1506.75,35
3795,1249.5,35
3798,1065.75,35
3800,1249.5,35
3805,4504.5,36
3808,3108,36
3809,1391.25,36
3810,1905.75,36
3812,2488.5,36
3815,1170.75,36
3821,1753.5,36
3823,2982,36
3828,3134.25,36
3830,12946.5,36
3836,1685.25,36
3838,2808.75,36
3840,5481,36
3842,2084.25,36
3844,5874.75,36
3846,2693.25,36
3852,1706.25,36
3855,3171,36
3856,5092.5,36
3861,1254.75,36
3863,2394,36
3872,2556.75,36
3873,3339,36
3880,5118.75,36
3881,4236.75,36
3887,1979.25,37
3888,1417.5,37
3890,2278.5,37
3894,2110.5,37
3901,7822.5,37
3902,2178.75,37
3906,3538.5,37
3908,3638.25,37
3910,1223.25,37
3911,1842.75,37
3923,1727.25,37
3927,2184,37
3928,3848.25,37
3930,3081.75,37
3932,4809,37
3933,971.25,37
3941,7092.75,37
3947,1564.5,37
3948,1617,37
3951,2451.75,37
3953,1270.5,37
3968,4368,37
3969,1648.5,37
3986,1438.5,37
3990,1454.25,37
3997,1396.5,38
3999,2100,38
4013,3129,38
4019,4011,38
4022,2047.5,38
4025,1002.75,38
4028,11397.75,38
4044,4268.25,38
4048,1197,38
4053,2010.75,38
4054,3717,38
4055,7250.25,38
4056,1454.25,38
4064,2194.5,38
4067,3223.5,38
4077,2388.75,38
4082,1370.25,38
4086,2289,38
4087,1218,38
4093,3759,38
4098,2110.5,38
4114,1275.75,38
4116,1653.75,38
4128,1916.25,38
4132,1191.75,38
4139,2157.75,39
4140,6840.75,39
4143,971.25,39
4149,1438.5,39
4152,5118.75,39
4153,1464.75,39
4156,1039.5,39
4157,2745.75,39
4159,1769.25,39
4160,3738,39
4164,2289,39
4166,4215.75,39
4173,2304.75,39
4177,1617,39
4178,1827,39
4179,9145.5,39
4181,3123.75,39
4184,1585.5,39
4197,1716.75,39
4200,5003.25,39
4201,1071,39
4203,2136.75,39
4209,1643.25,39
4215,2693.25,39
4246,2189.25,39
4254,4761.75,40
4261,3312.75,40
4274,4231.5,40
4283,2861.25,40
4284,1134,40
4286,5055.75,40
4291,2173.5,40
4298,1627.5,40
4308,1638,40
4314,2714.25,40
4316,2982,40
4317,2877,40
4318,1622.25,40
4320,4478.25,40
4322,3066,40
4323,4252.5,40
4331,3239.25,40
4350,9245.25,40
4357,3207.75,40
4358,1932,40
4359,2882.25,40
4360,2635.5,40
4363,3958.5,40
4366,3081.75,40
4370,1643.25,40
4371,2824.5,41
4372,2793,41
4384,2404.5,41
4388,955.5,41
4389,1401.75,41
4395,3360,41
4398,4819.5,41
4401,2016,41
4403,4683,41
4404,4137,41
4418,3438.75,41
4424,1958.25,41
4427,3942.75,41
4438,4373.25,41
4444,1102.5,41
4454,3848.25,41
4456,1543.5,41
4458,2934.75,41
4461,1680,41
4476,1485.75,41
4498,903,41
4504,3171,41
4505,8305.5,41
4510,4987.5,41
4511,2383.5,41
4513,2178.75,42
4528,1181.25,42
4532,4095,42
4537,1128.75,42
4539,1039.5,42
4541,1512,42
4545,1564.5,42
4551,4263,42
4554,2541,42
4559,5423.25,42
4562,2640.75,42
4564,1333.5,42
4567,5617.5,42
4568,1590.75,42
4569,5003.25,42
4571,3013.5,42
4572,1338.75,42
4578,1344,42
4579,1039.5,42
4584,1590.75,42
4585,2089.5,42
4596,2163,42
4598,2572.5,42
4612,3360,42
4618,2420.25,42
4622,2656.5,43
4623,1480.5,43
4624,6851.25,43
4625,1785,43
4626,4137,43
4629,2010.75,43
4630,1281,43
4635,1932,43
4639,2147.25,43
4641,1606.5,43
4645,1995,43
4646,2278.5,43
4648,3055.5,43
4653,1349.25,43
4667,2614.5,43
4678,3160.5,43
4680,7234.5,43
4681,6882.75,43
4685,6452.25,43
4686,1764,43
4691,1370.25,43
4693,4457.25,43
4696,1081.5,43
4702,6452.25,43
4703,2798.25,43
4706,2688,44
4711,1160.25,44
4719,2136.75,44
4724,1743,44
4727,1753.5,44
4733,2640.75,44
4736,2714.25,44
4741,1491,44
4742,8379,44
4751,2787.75,44
4752,1911,44
4754,1139.25,44
4755,1648.5,44
4758,3900.75,44
4766,4016.25,44
4768,2945.25,44
4770,3423,44
4772,3932.25,44
4773,4053,44
4775,2084.25,44
4794,1737.75,44
4796,1296.75,44
4801,8872.5,44
4803,2887.5,44
4805,5727.75,44
4810,1863.75,45
4816,2992.5,45
4817,1296.75,45
4819,1391.25,45
4822,887.25,45
4832,1627.5,45
4833,2409.75,45
4834,3281.25,45
4840,2829.75,45
4849,1559.25,45
4854,1417.5,45
4866,2105.25,45
4883,3396.75,45
4886,2394,45
4889,2105.25,45
4893,1622.25,45
4894,1995,45
4895,3045,45
4906,2656.5,45
4911,2520,45
4915,1438.5,45
4924,2793,45
4925,4016.25,45
4926,3402,45
4930,1879.5,45
4931,1858.5,46
4941,4415.25,46
4944,3717,46
4948,1249.5,46
4950,1664.25,46
4954,1186.5,46
4955,1690.5,46
4956,1737.75,46
4960,5454.75,46
4965,1695.75,46
4966,1323,46
4989,1391.25,46
4990,5654.25,46
4991,1323,46
5001,7302.75,46
5003,6930,46
5005,708.75,46
5018,16941.75,46
5023,15498,46
5024,4588.5,46
5025,16847.25,46
5028,15204,46
5035,14532,46
5039,2871.75,46
5043,11151,46
5046,15902.25,47
5122,13828.5,47
5124,2556.75,47
5125,11418.75,47
5126,2693.25,47
5127,8631,47
5128,8662.5,47
5131,9266.25,47
5140,4898.25,47
5190,7565.25,47
5205,16049.25,47
5207,4788,47
5221,2845.5,47
5225,6609.75,47
5230,105,47
5253,5932.5,47
5328,9523.5,47
5330,987,47
5333,603.75,47
5346,11240.25,47
5359,10752,47
5417,6063.75,47
5430,2394,47
5431,10689,48
5432,724.5,48
5433,10148.25,48
5434,14484.75,48
5435,7376.25,47
5436,4861.5,47
5444,12510.75,48
5456,15666,48
5457,15366.75,48
5458,15666,48
5521,3202.5,48
5532,16227.75,48
5542,6436.5,48
5543,8993.25,48
5544,808.5,48
5545,11702.25,48
5546,6111,48
5547,351.75,48
5550,3081.75,48
5551,6441.75,48
5552,4446.75,48
5553,14112,48
5554,17766,48
5557,10878,48
5558,2987.25,48
5559,15020.25,48
5566,3769.5,48
5587,8825.25,49
5589,2882.25,49
5590,6903.75,49
5591,12967.5,49
5592,10237.5,49
5612,16080.75,49
5637,4914,49
5662,5239.5,49
5707,18354,49
5778,12127.5,49
5789,5806.5,49
5800,9534,49
5801,10179.75,49
5802,11697,49
5803,13062,49
5804,18469.5,49
5805,13329.75,49
5815,16411.5,49
5868,2714.25,50
5869,17697.75,50
5874,18222.75,50
5876,2688,50
5880,13461,50
5881,12069.75,50
5882,15.75,50
5883,14458.5,50
5885,12327,50
5887,14463.75,50
5888,435.75,50
5889,4914,49
5890,1076.25,50
5891,6620.25,49
5892,13707.75,49
5893,15907.5,49
5894,14374.5,49
5895,3276,49
5896,3806.25,49
5909,15282.75,50
5914,7575.75,50
5918,1454.25,50
5919,15225,50
5922,10909.5,50
6023,16773.75,50
6091,3507,50
6254,8709.75,50
6480,4000.5,50
6485,9817.5,50
6543,12463.5,50
6545,383.25,50
6546,10704.75,50
6578,10442.25,51
6589,17309.25,51
6660,1790.25,51
6704,6294.75,51
6779,4053,51
6893,9455.25,51
6894,9066.75,51
6895,8111.25,51
6960,15125.25,51
6962,8085,51
7174,10122,51
7179,18432.75,51
7238,9476.25,51
7304,13172.25,51
7340,13739.25,51
7361,6783,51
7373,15356.25,51
7410,10526.25,51
7425,2745.75,51
7497,17361.75,51
7541,6352.5,51
7581,4011,51
7684,15765.75,51
7776,5937.75,51
7780,13125,52
7781,5906.25,51
7798,16626.75,52
7817,5927.25,52
7836,15996.75,52
7866,14663.25,52
7899,14631.75,52
7950,11560.5,52
7960,1144.5,52
7963,12972.75,52
8014,18217.5,52
8074,10925.25,52
8140,13508.25,52
8212,4987.5,52
8241,9150.75,52
8304,10783.5,52
8305,14012.25,52
8306,3911.25,52
8323,1202.25,52
8337,7418.25,52
8371,17949.75,52
8426,15781.5,52
8450,4667.25,52
8478,8410.5,52
8493,3864,52
8516,6016.5,52
1797,4082.4,53
2636,2772,53
3871,7277.76,53
4172,3780,53
4494,3205.44,53
4701,9112.32,53
5203,20674.08,53
5292,3608.64,53
5451,17337.6,53
5564,3598.56,53
5808,27276.48,53
7251,18355.68,53
7315,11057.76,53
7341,24131.52,53
7372,13214.88,53
7414,10362.24,53
7453,12337.92,53
8174,15765.12,53
8175,11672.64,53
8193,4435.2,53
8194,12993.12,53
8195,23556.96,53
8275,4384.8,53
8327,8578.08,53
8336,17327.52,53
865,9562,54
886,1207.5,54
906,962.5,54
1203,11872,54
2557,8088.5,54
3243,4196.5,54
3337,11259.5,54
5082,9457,54
5093,19369,54
5138,15816.5,54
5139,19117,54
5241,10720.5,54
5345,2383.5,54
5353,10160.5,54
5418,6128.5,54
5455,11697,54
5593,6499.5,54
5608,2439.5,54
5640,15004.5,54
5870,9296,55
5871,1928.5,55
5872,5190.5,55
5873,269.5,54
5875,2236.5,55
5877,17206,54
5878,8676.5,54
5879,787.5,54
5884,19026,54
5886,5834.5,54
5910,4168.5,55
5912,14003.5,55
5913,14756,55
5915,4284,55
5916,12141.5,55
5917,11959.5,55
5920,12236,55
5921,3017,55
6105,13562.5,55
6551,4221,55
6597,4189.5,55
6598,18151,55
6688,12719,55
6719,14833,55
6748,14899.5,55
6971,19302.5,55
6979,112,55
7099,3118.5,55
7101,16628.5,55
7144,9131.5,55
7149,2716,55
7150,9520,56
7391,9933,56
7441,17717,56
7470,5103,56
7471,14409.5,56
7544,18098.5,56
7689,5673.5,56
7759,19537,56
7761,16320.5,56
7981,5694.5,56
8007,16789.5,56
8061,14598.5,56
8103,1480.5,56
8152,1603,56
8176,17041.5,56
8281,17290,56
8350,3563,56
8383,11049.5,56
8389,6846,56
8390,18585,56
8391,5260.5,56
8392,18070.5,56
8393,17720.5,56
8394,19575.5,56
8395,7616,56
2,1522.5,57
3,2950.5,57
19,3785.25,57
31,3260.25,57
32,6084.75,57
35,2226,57
41,5481,57
53,10284.75,57
54,3092.25,57
57,5155.5,57
59,1139.25,57
60,4966.5,57
71,1118.25,57
89,3365.25,57
90,2047.5,57
99,1968.75,57
102,2021.25,57
117,2971.5,57
119,1722,57
129,7481.25,57
134,7313.25,57
135,1811.25,57
140,3423,57
151,2682.75,57
158,4053,57
168,2247,58
170,6620.25,58
175,1695.75,58
179,6121.5,58
180,2499,58
187,1165.5,58
189,1753.5,58
199,3617.25,58
200,2819.25,58
207,1349.25,58
209,3711.75,58
217,1197,58
218,1512,58
219,7087.5,58
236,3071.25,58
243,2614.5,58
245,2997.75,58
252,1123.5,58
260,4557,58
261,3659.25,58
266,4278.75,58
273,1155,58
276,1905.75,58
294,2142,58
308,3354.75,58
310,5103,59
313,2362.5,59
314,6552,59
320,2929.5,59
325,2262.75,59
333,6189.75,59
339,1071,59
340,2068.5,59
344,6053.25,59
352,6882.75,59
356,6289.5,59
360,4546.5,59
365,1517.25,59
367,3580.5,59
375,5822.25,59
379,3139.5,59
388,8678.25,59
389,2257.5,59
390,3743.25,59
393,1968.75,59
396,2766.75,59
419,9717.75,59
428,2331,59
432,4420.5,59
435,4588.5,59
439,5397,60
446,3045,60
448,7250.25,60
457,1296.75,60
462,2336.25,60
468,2698.5,60
473,3066,60
477,1076.25,60
480,2110.5,60
481,4336.5,60
491,4893,60
493,3438.75,60
509,3806.25,60
510,2976.75,60
511,3260.25,60
517,6405,60
518,2304.75,60
532,4924.5,60
535,16311.75,60
544,1386,60
546,13618.5,60
549,6798.75,60
550,1496.25,60
556,3171,60
563,2724.75,60
575,1370.25,61
576,2656.5,61
582,2698.5,61
583,1538.25,61
588,1590.75,61
597,2929.5,61
609,9271.5,61
611,3386.25,61
617,2184,61
618,3732.75,61
625,9439.5,61
633,10111.5,61
